Year,CPUE,Species,Estuary,Estuary_Type,45_degree_winds,135_degree_winds,Drought_declared_1m,Drought_declared_6m,Drought_Months,Modal_Age,Spawning_Period
2001,84.39374499,Luderick,Wallis Lake,Barrier Lagoon,11848.50734,20363.68407,No Drought,No Drought,0,4,Dec-Feb
2002,91.4189247,Luderick,Wallis Lake,Barrier Lagoon,9583.599484,29423.15591,Drought,Drought,8,4,Dec-Feb
2003,79.34448023,Luderick,Wallis Lake,Barrier Lagoon,17528.12923,24514.02109,Drought,No Drought,3,4,Dec-Feb
2004,86.95208928,Luderick,Wallis Lake,Barrier Lagoon,10946.75023,10022.73235,Drought,No Drought,4,4,Dec-Feb
2005,106.9798652,Luderick,Wallis Lake,Barrier Lagoon,11270.7302,17331.64023,Drought,No Drought,6,4,Dec-Feb
2006,125.3735637,Luderick,Wallis Lake,Barrier Lagoon,19570.2936,1383.375186,Drought,Drought,8,4,Dec-Feb
1997,12.3405101,Whiting,Wallis Lake,Barrier Lagoon,10721.04662,15932.88046,Drought,No Drought,3,5,Dec-Feb
1998,12.45338789,Whiting,Wallis Lake,Barrier Lagoon,6499.063815,13315.13233,No Drought,No Drought,0,5,Dec-Feb
1999,9.943880866,Whiting,Wallis Lake,Barrier Lagoon,20806.32758,28418.47619,No Drought,No Drought,0,5,Dec-Feb
2000,12.43221259,Whiting,Wallis Lake,Barrier Lagoon,3869.820809,29119.41808,No Drought,No Drought,0,5,Dec-Feb
2001,9.512756473,Whiting,Wallis Lake,Barrier Lagoon,18527.0341,23501.61716,No Drought,No Drought,0,5,Dec-Feb
2002,16.1285709,Whiting,Wallis Lake,Barrier Lagoon,11848.50734,20363.68407,Drought,Drought,8,5,Dec-Feb
2003,17.19368947,Whiting,Wallis Lake,Barrier Lagoon,9583.599484,29423.15591,Drought,No Drought,3,5,Dec-Feb
2004,23.66925799,Whiting,Wallis Lake,Barrier Lagoon,17528.12923,24514.02109,Drought,No Drought,4,5,Dec-Feb
2005,12.16295893,Whiting,Wallis Lake,Barrier Lagoon,10946.75023,10022.73235,Drought,No Drought,6,5,Dec-Feb
2006,21.15672179,Whiting,Wallis Lake,Barrier Lagoon,11270.7302,17331.64023,Drought,Drought,8,5,Dec-Feb
1997,217.2537591,Mullet,Wallis Lake,Barrier Lagoon,-7386.929766,-4790.862963,Drought,No Drought,3,2,Apr-Jul
1998,191.631827,Mullet,Wallis Lake,Barrier Lagoon,-5332.221284,-13355.36764,No Drought,No Drought,0,2,Apr-Jul
1999,193.8869338,Mullet,Wallis Lake,Barrier Lagoon,-14774.88589,-4590.876659,No Drought,No Drought,0,2,Apr-Jul
2000,203.460398,Mullet,Wallis Lake,Barrier Lagoon,-1148.174532,7428.504795,No Drought,No Drought,0,2,Apr-Jul
2001,284.3818102,Mullet,Wallis Lake,Barrier Lagoon,-9945.469963,2428.930757,No Drought,No Drought,0,2,Apr-Jul
2002,261.9088393,Mullet,Wallis Lake,Barrier Lagoon,-579.3502294,19453.30722,Drought,Drought,8,2,Apr-Jul
2003,299.8145745,Mullet,Wallis Lake,Barrier Lagoon,-5123.82784,1471.706238,Drought,No Drought,3,2,Apr-Jul
2004,528.0796676,Mullet,Wallis Lake,Barrier Lagoon,-23798.33973,-21284.107,Drought,No Drought,4,2,Apr-Jul
2005,265.7707024,Mullet,Wallis Lake,Barrier Lagoon,3771.070611,2711.992524,Drought,No Drought,6,2,Apr-Jul
2006,277.9622219,Mullet,Wallis Lake,Barrier Lagoon,1630.555029,9140.592765,Drought,Drought,8,2,Apr-Jul
1997,344.4899198,Total,Wallis Lake,Barrier Lagoon,-2170.699849,12039.54663,Drought,No Drought,3,4,Fin_Year
1998,362.9645462,Total,Wallis Lake,Barrier Lagoon,-14101.45333,-7343.073427,No Drought,No Drought,0,4,Fin_Year
1999,375.1516754,Total,Wallis Lake,Barrier Lagoon,-7386.929766,-4790.862963,No Drought,No Drought,0,4,Fin_Year
2000,379.5782174,Total,Wallis Lake,Barrier Lagoon,-5332.221284,-13355.36764,No Drought,No Drought,0,4,Fin_Year
2001,474.6312427,Total,Wallis Lake,Barrier Lagoon,-14774.88589,-4590.876659,No Drought,No Drought,0,4,Fin_Year
2002,474.7555909,Total,Wallis Lake,Barrier Lagoon,-1148.174532,7428.504795,Drought,Drought,8,4,Fin_Year
2003,489.1856922,Total,Wallis Lake,Barrier Lagoon,-9945.469963,2428.930757,Drought,No Drought,3,4,Fin_Year
2004,747.8256378,Total,Wallis Lake,Barrier Lagoon,-579.3502294,19453.30722,Drought,No Drought,4,4,Fin_Year
2005,516.8242111,Total,Wallis Lake,Barrier Lagoon,-5123.82784,1471.706238,Drought,No Drought,6,4,Fin_Year
2006,575.135271,Total,Wallis Lake,Barrier Lagoon,-23798.33973,-21284.107,Drought,Drought,8,4,Fin_Year
