Southeast.Winds,Northeast.Winds,Abundance,Error,Species
0.05,1.4,-1.144448195,0.673735945,Luderick
0.1,1.4,-1.198804031,0.676339078,Luderick
0.15,1.4,-1.254000688,0.697778707,Luderick
0.2,1.4,-1.310038167,0.730682623,Luderick
0.25,1.4,-1.366916467,0.670279768,Luderick
0.3,1.4,-1.424635588,0.760363637,Luderick
0.35,1.4,-1.483195531,0.76849847,Luderick
0.4,1.4,-1.542596296,0.79658812,Luderick
0.45,1.4,-1.602837882,0.743690114,Luderick
0.5,1.4,-1.663920289,0.77211443,Luderick
0.55,1.4,-1.725843518,0.845013403,Luderick
0.6,1.4,-1.788607568,0.819074648,Luderick
0.65,1.4,-1.852212439,0.835707325,Luderick
0.7,1.4,-1.916658132,0.832346074,Luderick
0.75,1.4,-1.981944646,0.931852501,Luderick
0.8,1.4,-2.048071982,0.881410688,Luderick
0.85,1.4,-2.115040139,0.928825057,Luderick
0.9,1.4,-2.182849118,0.879189087,Luderick
0.95,1.4,-2.251498918,1.172236056,Luderick
1,1.4,-2.320989539,1.021130203,Luderick
1.05,1.4,-2.391320982,1.047823449,Luderick
1.1,1.4,-2.462493246,1.022872709,Luderick
1.15,1.4,-2.534506332,1.086220325,Luderick
1.2,1.4,-2.607360239,1.082490544,Luderick
1.25,1.4,-2.681054968,1.211568766,Luderick
1.3,1.4,-2.755590517,1.204015466,Luderick
1.35,1.4,-2.830966889,1.155893192,Luderick
1.4,1.4,-2.907184082,1.285938786,Luderick
1.45,1.4,-2.984242096,1.38898335,Luderick
1.5,1.4,-3.062140931,1.405607446,Luderick
1.55,1.4,-3.140880588,1.470925249,Luderick
1.6,1.4,-3.220461067,1.576457187,Luderick
1.65,1.4,-3.300882367,1.643908411,Luderick
1.7,1.4,-3.382144488,1.609573775,Luderick
1.75,1.4,-3.46424743,1.745511924,Luderick
1.8,1.4,-3.547191195,1.764827497,Luderick
1.85,1.4,-3.63097578,1.75359852,Luderick
1.9,1.4,-3.715601187,1.941869992,Luderick
1.95,1.4,-3.801067415,1.806983823,Luderick
2,1.4,-3.887374465,1.71490226,Luderick
-2,1.45,0.361056266,0.55166249,Luderick
-1.95,1.45,0.339715478,0.490627915,Luderick
-1.9,1.45,0.317533868,0.452110487,Luderick
-1.85,1.45,0.294511437,0.431851666,Luderick
-1.8,1.45,0.270648185,0.447328907,Luderick
-1.75,1.45,0.245944111,0.400616572,Luderick
-1.7,1.45,0.220399215,0.371871884,Luderick
-1.65,1.45,0.194013499,0.383235615,Luderick
-1.6,1.45,0.166786961,0.387455557,Luderick
-1.55,1.45,0.138719601,0.328731986,Luderick
-1.5,1.45,0.10981142,0.320784118,Luderick
-1.45,1.45,0.080062418,0.355943906,Luderick
-1.4,1.45,0.049472594,0.320975071,Luderick
-1.35,1.45,0.018041949,0.376413874,Luderick
-1.3,1.45,-0.014229518,0.372797701,Luderick
-1.25,1.45,-0.047341806,0.347328041,Luderick
-1.2,1.45,-0.081294915,0.400012982,Luderick
-1.15,1.45,-0.116088846,0.373547034,Luderick
-1.1,1.45,-0.151723598,0.419947949,Luderick
-1.05,1.45,-0.188199172,0.379922363,Luderick
-1,1.45,-0.225515567,0.391401816,Luderick
-0.95,1.45,-0.263672784,0.4434716,Luderick
-0.9,1.45,-0.302670822,0.432998428,Luderick
-0.85,1.45,-0.342509681,0.427614355,Luderick
-0.8,1.45,-0.383189362,0.465824526,Luderick
-0.75,1.45,-0.424709864,0.468578659,Luderick
-0.7,1.45,-0.467071188,0.466319311,Luderick
-0.65,1.45,-0.510273333,0.502183073,Luderick
-0.6,1.45,-0.554316299,0.522277807,Luderick
-0.55,1.45,-0.599200087,0.548446198,Luderick
-0.5,1.45,-0.644924696,0.564987802,Luderick
-0.45,1.45,-0.691490127,0.569259598,Luderick
-0.4,1.45,-0.738896379,0.569441223,Luderick
-0.35,1.45,-0.787143453,0.584833978,Luderick
-0.3,1.45,-0.836231348,0.557204375,Luderick
-0.25,1.45,-0.886160064,0.597050146,Luderick
-0.2,1.45,-0.936929602,0.653445047,Luderick
-0.15,1.45,-0.988539961,0.667597825,Luderick
-0.1,1.45,-1.040991142,0.632427854,Luderick
-0.05,1.45,-1.094283144,0.64737518,Luderick
0,1.45,-1.148415967,0.678594289,Luderick
0.05,1.45,-1.203389612,0.641520945,Luderick
0.1,1.45,-1.259204078,0.690937692,Luderick
0.15,1.45,-1.315859366,0.684087666,Luderick
0.2,1.45,-1.373355475,0.757366494,Luderick
0.25,1.45,-1.431692406,0.77393349,Luderick
0.3,1.45,-1.490870158,0.775825856,Luderick
0.35,1.45,-1.550888731,0.806808127,Luderick
0.4,1.45,-1.611748126,0.765933098,Luderick
0.45,1.45,-1.673448342,0.776272839,Luderick
0.5,1.45,-1.73598938,0.730285457,Luderick
0.55,1.45,-1.799371239,0.817974066,Luderick
0.6,1.45,-1.863593919,0.978820118,Luderick
0.65,1.45,-1.928657421,0.8923265,Luderick
0.7,1.45,-1.994561744,0.989153499,Luderick
0.75,1.45,-2.061306889,0.894169538,Luderick
0.8,1.45,-2.128892855,0.935955984,Luderick
0.85,1.45,-2.197319643,0.990056102,Luderick
0.9,1.45,-2.266587252,1.012291407,Luderick
0.95,1.45,-2.336695682,1.12940723,Luderick
1,1.45,-2.407644934,1.070175192,Luderick
1.05,1.45,-2.479435007,1.030717447,Luderick
1.1,1.45,-2.552065902,1.016465897,Luderick
1.15,1.45,-2.625537618,1.168038495,Luderick
1.2,1.45,-2.699850155,1.171715893,Luderick
1.25,1.45,-2.775003514,1.322670589,Luderick
1.3,1.45,-2.850997694,1.204741144,Luderick
1.35,1.45,-2.927832696,1.295693975,Luderick
1.4,1.45,-3.005508519,1.289456276,Luderick
1.45,1.45,-3.084025164,1.48338266,Luderick
1.5,1.45,-3.16338263,1.460514204,Luderick
1.55,1.45,-3.243580917,1.512786177,Luderick
1.6,1.45,-3.324620026,1.669697224,Luderick
1.65,1.45,-3.406499956,1.59907055,Luderick
1.7,1.45,-3.489220708,1.592233922,Luderick
1.75,1.45,-3.572782281,1.832091676,Luderick
1.8,1.45,-3.657184675,1.80366043,Luderick
1.85,1.45,-3.742427891,1.833185159,Luderick
1.9,1.45,-3.828511928,1.888902959,Luderick
1.95,1.45,-3.915436787,1.921650818,Luderick
2,1.45,-4.003202467,1.835355986,Luderick
-2,1.5,0.361026785,0.543937277,Luderick
-1.95,1.5,0.338227366,0.471958091,Luderick
-1.9,1.5,0.314587126,0.491928926,Luderick
-1.85,1.5,0.290106065,0.440509101,Luderick
-1.8,1.5,0.264784182,0.414501985,Luderick
-1.75,1.5,0.238621478,0.421532049,Luderick
-1.7,1.5,0.211617952,0.389836362,Luderick
-1.65,1.5,0.183773605,0.378838008,Luderick
-1.6,1.5,0.155088436,0.381057892,Luderick
-1.55,1.5,0.125562446,0.367249862,Luderick
-1.5,1.5,0.095195635,0.408903915,Luderick
-1.45,1.5,0.063988002,0.39178481,Luderick
-1.4,1.5,0.031939548,0.412898142,Luderick
-1.35,1.5,-0.000949727,0.361615336,Luderick
-1.3,1.5,-0.034679824,0.372762832,Luderick
-1.25,1.5,-0.069250743,0.422830852,Luderick
-1.2,1.5,-0.104662483,0.427003433,Luderick
-1.15,1.5,-0.140915044,0.431803433,Luderick
-1.1,1.5,-0.178008426,0.409442323,Luderick
-1.05,1.5,-0.215942631,0.46242333,Luderick
-1,1.5,-0.254717656,0.449669454,Luderick
-0.95,1.5,-0.294333503,0.449846401,Luderick
-0.9,1.5,-0.334790171,0.456019808,Luderick
-0.85,1.5,-0.376087661,0.486581321,Luderick
-0.8,1.5,-0.418225972,0.530806914,Luderick
-0.75,1.5,-0.461205105,0.488847354,Luderick
-0.7,1.5,-0.505025059,0.569841854,Luderick
-0.65,1.5,-0.549685834,0.510617534,Luderick
-0.6,1.5,-0.595187431,0.51117907,Luderick
-0.55,1.5,-0.641529849,0.571227536,Luderick
-0.5,1.5,-0.688713089,0.622417475,Luderick
-0.45,1.5,-0.73673715,0.567298834,Luderick
-0.4,1.5,-0.785602033,0.579962392,Luderick
-0.35,1.5,-0.835307736,0.599424705,Luderick
-0.3,1.5,-0.885854262,0.584083175,Luderick
-0.25,1.5,-0.937241609,0.618997935,Luderick
-0.2,1.5,-0.989469777,0.637704462,Luderick
-0.15,1.5,-1.042538766,0.69356402,Luderick
-0.1,1.5,-1.096448577,0.654708125,Luderick
-0.05,1.5,-1.15119921,0.689311367,Luderick
0,1.5,-1.206790664,0.714616645,Luderick
0.05,1.5,-1.263222939,0.699218393,Luderick
0.1,1.5,-1.320496035,0.713805917,Luderick
0.15,1.5,-1.378609954,0.725586301,Luderick
0.2,1.5,-1.437564693,0.659732797,Luderick
0.25,1.5,-1.497360254,0.783302893,Luderick
0.3,1.5,-1.557996636,0.891869226,Luderick
0.35,1.5,-1.61947384,0.866029767,Luderick
0.4,1.5,-1.681791865,0.837785014,Luderick
0.45,1.5,-1.744950712,0.913061679,Luderick
0.5,1.5,-1.80895038,0.820700433,Luderick
0.55,1.5,-1.873790869,0.884425886,Luderick
0.6,1.5,-1.93947218,0.922694499,Luderick
0.65,1.5,-2.005994312,0.871097204,Luderick
0.7,1.5,-2.073357266,1.011291879,Luderick
0.75,1.5,-2.141561041,0.971378126,Luderick
0.8,1.5,-2.210605638,0.947725268,Luderick
0.85,1.5,-2.280491055,1.028074689,Luderick
0.9,1.5,-2.351217295,1.114028613,Luderick
0.95,1.5,-2.422784356,0.945283814,Luderick
1,1.5,-2.495192238,1.199201631,Luderick
1.05,1.5,-2.568440941,1.125477142,Luderick
1.1,1.5,-2.642530466,1.192372047,Luderick
1.15,1.5,-2.717460813,1.160432101,Luderick
1.2,1.5,-2.793231981,1.31939438,Luderick
1.25,1.5,-2.86984397,1.217497138,Luderick
1.3,1.5,-2.947296781,1.303278704,Luderick
1.35,1.5,-3.025590413,1.372091879,Luderick
1.4,1.5,-3.104724866,1.369018112,Luderick
1.45,1.5,-3.184700141,1.4782581,Luderick
1.5,1.5,-3.265516237,1.485127565,Luderick
1.55,1.5,-3.347173155,1.452742794,Luderick
1.6,1.5,-3.429670894,1.602885251,Luderick
1.65,1.5,-3.513009455,1.66066425,Luderick
1.7,1.5,-3.597188837,1.729037561,Luderick
1.75,1.5,-3.68220904,1.663215042,Luderick
1.8,1.5,-3.768070065,1.724402023,Luderick
1.85,1.5,-3.854771911,1.777520989,Luderick
1.9,1.5,-3.942314579,2.024755624,Luderick
1.95,1.5,-4.030698068,2.048852691,Luderick
2,1.5,-4.119922379,2.103110737,Luderick
-2,1.55,0.360105394,0.517974689,Luderick
-1.95,1.55,0.335847345,0.511317103,Luderick
-1.9,1.55,0.310748475,0.441507991,Luderick
-1.85,1.55,0.284808783,0.476698827,Luderick
-1.8,1.55,0.25802827,0.465324575,Luderick
-1.75,1.55,0.230406935,0.45940706,Luderick
-1.7,1.55,0.201944779,0.426869426,Luderick
-1.65,1.55,0.172641801,0.448872339,Luderick
-1.6,1.55,0.142498003,0.439786822,Luderick
-1.55,1.55,0.111513382,0.400780768,Luderick
-1.5,1.55,0.079687941,0.414077502,Luderick
-1.45,1.55,0.047021677,0.432142338,Luderick
-1.4,1.55,0.013514593,0.41671404,Luderick
-1.35,1.55,-0.020833313,0.427775344,Luderick
-1.3,1.55,-0.05602204,0.439432232,Luderick
-1.25,1.55,-0.092051589,0.43728996,Luderick
-1.2,1.55,-0.128921959,0.487391057,Luderick
-1.15,1.55,-0.166633151,0.45529461,Luderick
-1.1,1.55,-0.205185164,0.43491952,Luderick
-1.05,1.55,-0.244577999,0.469616809,Luderick
-1,1.55,-0.284811654,0.475304751,Luderick
-0.95,1.55,-0.325886132,0.499124304,Luderick
-0.9,1.55,-0.36780143,0.472535654,Luderick
-0.85,1.55,-0.410557551,0.525224176,Luderick
-0.8,1.55,-0.454154492,0.525699225,Luderick
-0.75,1.55,-0.498592255,0.555075066,Luderick
-0.7,1.55,-0.543870839,0.608785314,Luderick
-0.65,1.55,-0.589990245,0.56869582,Luderick
-0.6,1.55,-0.636950473,0.597551549,Luderick
-0.55,1.55,-0.684751521,0.598411147,Luderick
-0.5,1.55,-0.733393391,0.6535484,Luderick
-0.45,1.55,-0.782876083,0.684691039,Luderick
-0.4,1.55,-0.833199596,0.646492281,Luderick
-0.35,1.55,-0.88436393,0.622178709,Luderick
-0.3,1.55,-0.936369086,0.663574675,Luderick
-0.25,1.55,-0.989215063,0.656820449,Luderick
-0.2,1.55,-1.042901861,0.675461854,Luderick
-0.15,1.55,-1.097429481,0.71701614,Luderick
-0.1,1.55,-1.152797923,0.70875916,Luderick
-0.05,1.55,-1.209007185,0.711071516,Luderick
0,1.55,-1.26605727,0.778115632,Luderick
0.05,1.55,-1.323948175,0.763304134,Luderick
0.1,1.55,-1.382679902,0.820649798,Luderick
0.15,1.55,-1.442252451,0.832743277,Luderick
0.2,1.55,-1.502665821,0.77185388,Luderick
0.25,1.55,-1.563920012,0.736792913,Luderick
0.3,1.55,-1.626015025,0.811272726,Luderick
0.35,1.55,-1.688950859,0.802310079,Luderick
0.4,1.55,-1.752727514,0.833778222,Luderick
0.45,1.55,-1.817344991,0.867268455,Luderick
0.5,1.55,-1.88280329,0.869605694,Luderick
0.55,1.55,-1.949102409,0.94615376,Luderick
0.6,1.55,-2.016242351,0.951822149,Luderick
0.65,1.55,-2.084223113,1.010028343,Luderick
0.7,1.55,-2.153044697,0.920147523,Luderick
0.75,1.55,-2.222707103,1.025052404,Luderick
0.8,1.55,-2.29321033,1.067189484,Luderick
0.85,1.55,-2.364554378,1.072056976,Luderick
0.9,1.55,-2.436739248,1.10981388,Luderick
0.95,1.55,-2.509764939,1.245097778,Luderick
1,1.55,-2.583631451,1.161495751,Luderick
1.05,1.55,-2.658338785,1.175001208,Luderick
1.1,1.55,-2.733886941,1.172162025,Luderick
1.15,1.55,-2.810275918,1.241494533,Luderick
1.2,1.55,-2.887505716,1.278587566,Luderick
1.25,1.55,-2.965576335,1.392910043,Luderick
1.3,1.55,-3.044487776,1.46232794,Luderick
1.35,1.55,-3.124240039,1.43240139,Luderick
1.4,1.55,-3.204833123,1.563383682,Luderick
1.45,1.55,-3.286267028,1.452722531,Luderick
1.5,1.55,-3.368541755,1.613554647,Luderick
1.55,1.55,-3.451657303,1.638465474,Luderick
1.6,1.55,-3.535613673,1.734800281,Luderick
1.65,1.55,-3.620410864,1.60687133,Luderick
1.7,1.55,-3.706048876,1.703824542,Luderick
1.75,1.55,-3.79252771,1.699522314,Luderick
1.8,1.55,-3.879847365,1.737642579,Luderick
1.85,1.55,-3.968007842,1.903435608,Luderick
1.9,1.55,-4.05700914,1.873799338,Luderick
1.95,1.55,-4.146851259,1.854436271,Luderick
2,1.55,-4.2375342,2.057284946,Luderick
-2,1.6,0.358292093,0.527536821,Luderick
-1.95,1.6,0.332575414,0.543947562,Luderick
-1.9,1.6,0.306017913,0.51632977,Luderick
-1.85,1.6,0.278619591,0.503842878,Luderick
-1.8,1.6,0.250380448,0.441370254,Luderick
-1.75,1.6,0.221300483,0.428715463,Luderick
-1.7,1.6,0.191379696,0.481978741,Luderick
-1.65,1.6,0.160618088,0.456344965,Luderick
-1.6,1.6,0.129015659,0.439188373,Luderick
-1.55,1.6,0.096572408,0.429404295,Luderick
-1.5,1.6,0.063288336,0.398766525,Luderick
-1.45,1.6,0.029163443,0.468728937,Luderick
-1.4,1.6,-0.005802272,0.432106147,Luderick
-1.35,1.6,-0.041608808,0.469786693,Luderick
-1.3,1.6,-0.078256166,0.454325241,Luderick
-1.25,1.6,-0.115744345,0.533046527,Luderick
-1.2,1.6,-0.154073346,0.475270238,Luderick
-1.15,1.6,-0.193243168,0.494708002,Luderick
-1.1,1.6,-0.233253811,0.539448264,Luderick
-1.05,1.6,-0.274105276,0.513591358,Luderick
-1,1.6,-0.315797563,0.543263357,Luderick
-0.95,1.6,-0.35833067,0.585999568,Luderick
-0.9,1.6,-0.401704599,0.648191723,Luderick
-0.85,1.6,-0.44591935,0.620583073,Luderick
-0.8,1.6,-0.490974922,0.620355455,Luderick
-0.75,1.6,-0.536871315,0.586106159,Luderick
-0.7,1.6,-0.58360853,0.594088418,Luderick
-0.65,1.6,-0.631186566,0.660044035,Luderick
-0.6,1.6,-0.679605424,0.605230629,Luderick
-0.55,1.6,-0.728865103,0.673382647,Luderick
-0.5,1.6,-0.778965603,0.683762601,Luderick
-0.45,1.6,-0.829906925,0.721943862,Luderick
-0.4,1.6,-0.881689068,0.708656259,Luderick
-0.35,1.6,-0.934312033,0.741222853,Luderick
-0.3,1.6,-0.987775819,0.666509598,Luderick
-0.25,1.6,-1.042080426,0.745422069,Luderick
-0.2,1.6,-1.097225855,0.640012012,Luderick
-0.15,1.6,-1.153212106,0.711713231,Luderick
-0.1,1.6,-1.210039177,0.731911481,Luderick
-0.05,1.6,-1.267707071,0.779250311,Luderick
0,1.6,-1.326215785,0.784005176,Luderick
0.05,1.6,-1.385565321,0.795532084,Luderick
0.1,1.6,-1.445755679,0.763209386,Luderick
0.15,1.6,-1.506786858,0.778156368,Luderick
0.2,1.6,-1.568658858,0.872113948,Luderick
0.25,1.6,-1.631371679,0.807315387,Luderick
0.3,1.6,-1.694925323,0.895283513,Luderick
0.35,1.6,-1.759319787,1.000552076,Luderick
0.4,1.6,-1.824555073,0.923956717,Luderick
0.45,1.6,-1.89063118,0.983734162,Luderick
0.5,1.6,-1.957548109,0.946461429,Luderick
0.55,1.6,-2.025305859,0.878979183,Luderick
0.6,1.6,-2.093904431,0.986484371,Luderick
0.65,1.6,-2.163343824,0.958438358,Luderick
0.7,1.6,-2.233624038,0.977121838,Luderick
0.75,1.6,-2.304745074,1.101798872,Luderick
0.8,1.6,-2.376706931,1.043501095,Luderick
0.85,1.6,-2.44950961,1.120709504,Luderick
0.9,1.6,-2.52315311,1.154393999,Luderick
0.95,1.6,-2.597637432,1.156217621,Luderick
1,1.6,-2.672962575,1.208056528,Luderick
1.05,1.6,-2.749128539,1.248135288,Luderick
1.1,1.6,-2.826135325,1.161538665,Luderick
1.15,1.6,-2.903982932,1.127940856,Luderick
1.2,1.6,-2.982671361,1.392924842,Luderick
1.25,1.6,-3.062200611,1.452715499,Luderick
1.3,1.6,-3.142570682,1.518926276,Luderick
1.35,1.6,-3.223781575,1.362538155,Luderick
1.4,1.6,-3.305833289,1.485145886,Luderick
1.45,1.6,-3.388725825,1.682301679,Luderick
1.5,1.6,-3.472459182,1.545077626,Luderick
1.55,1.6,-3.55703336,1.727113441,Luderick
1.6,1.6,-3.64244836,1.574591909,Luderick
1.65,1.6,-3.728704182,1.675256351,Luderick
1.7,1.6,-3.815800825,1.80988881,Luderick
1.75,1.6,-3.903738289,1.839533106,Luderick
1.8,1.6,-3.992516574,1.648097773,Luderick
1.85,1.6,-4.082135681,1.769851485,Luderick
1.9,1.6,-4.17259561,2.025418824,Luderick
1.95,1.6,-4.26389636,2.013056505,Luderick
2,1.6,-4.356037931,2.046651688,Luderick
-2,1.65,0.355586883,0.595859761,Luderick
-1.95,1.65,0.328411574,0.539919469,Luderick
-1.9,1.65,0.300395443,0.511922421,Luderick
-1.85,1.65,0.27153849,0.484091697,Luderick
-1.8,1.65,0.241840716,0.539468354,Luderick
-1.75,1.65,0.211302121,0.469539856,Luderick
-1.7,1.65,0.179922704,0.473616188,Luderick
-1.65,1.65,0.147702466,0.504274949,Luderick
-1.6,1.65,0.114641406,0.537626846,Luderick
-1.55,1.65,0.080739525,0.543220437,Luderick
-1.5,1.65,0.045996822,0.533204232,Luderick
-1.45,1.65,0.010413299,0.499226739,Luderick
-1.4,1.65,-0.026011047,0.501556754,Luderick
-1.35,1.65,-0.063276213,0.533041983,Luderick
-1.3,1.65,-0.101382202,0.512388874,Luderick
-1.25,1.65,-0.140329011,0.536508867,Luderick
-1.2,1.65,-0.180116642,0.534505651,Luderick
-1.15,1.65,-0.220745095,0.565530553,Luderick
-1.1,1.65,-0.262214368,0.550714848,Luderick
-1.05,1.65,-0.304524464,0.61715297,Luderick
-1,1.65,-0.34767538,0.597559026,Luderick
-0.95,1.65,-0.391667118,0.563150514,Luderick
-0.9,1.65,-0.436499678,0.614118912,Luderick
-0.85,1.65,-0.482173059,0.616334744,Luderick
-0.8,1.65,-0.528687261,0.644327304,Luderick
-0.75,1.65,-0.576042285,0.690761671,Luderick
-0.7,1.65,-0.62423813,0.645010765,Luderick
-0.65,1.65,-0.673274796,0.665040831,Luderick
-0.6,1.65,-0.723152284,0.692278623,Luderick
-0.55,1.65,-0.773870594,0.670083009,Luderick
-0.5,1.65,-0.825429725,0.733821349,Luderick
-0.45,1.65,-0.877829677,0.705216187,Luderick
-0.4,1.65,-0.93107045,0.737161518,Luderick
-0.35,1.65,-0.985152045,0.688327743,Luderick
-0.3,1.65,-1.040074462,0.833456481,Luderick
-0.25,1.65,-1.0958377,0.820030595,Luderick
-0.2,1.65,-1.152441759,0.760131717,Luderick
-0.15,1.65,-1.20988664,0.754416769,Luderick
-0.1,1.65,-1.268172342,0.778566774,Luderick
-0.05,1.65,-1.327298866,0.905200453,Luderick
0,1.65,-1.387266211,0.854280226,Luderick
0.05,1.65,-1.448074377,0.909402858,Luderick
0.1,1.65,-1.509723365,0.882842104,Luderick
0.15,1.65,-1.572213174,0.913496583,Luderick
0.2,1.65,-1.635543805,0.894208889,Luderick
0.25,1.65,-1.699715257,0.919506839,Luderick
0.3,1.65,-1.76472753,0.933403403,Luderick
0.35,1.65,-1.830580625,0.857160145,Luderick
0.4,1.65,-1.897274541,0.962971345,Luderick
0.45,1.65,-1.964809279,0.957721218,Luderick
0.5,1.65,-2.033184838,0.895501391,Luderick
0.55,1.65,-2.102401219,0.926469095,Luderick
0.6,1.65,-2.172458421,1.080549457,Luderick
0.65,1.65,-2.243356444,0.991153383,Luderick
0.7,1.65,-2.315095289,1.074039335,Luderick
0.75,1.65,-2.387674955,1.103860966,Luderick
0.8,1.65,-2.461095443,1.055186247,Luderick
0.85,1.65,-2.535356752,1.191910733,Luderick
0.9,1.65,-2.610458882,1.224061926,Luderick
0.95,1.65,-2.686401834,1.131618108,Luderick
1,1.65,-2.763185608,1.195327503,Luderick
1.05,1.65,-2.840810202,1.233129044,Luderick
1.1,1.65,-2.919275618,1.412176963,Luderick
1.15,1.65,-2.998581856,1.346340719,Luderick
1.2,1.65,-3.078728915,1.366738765,Luderick
1.25,1.65,-3.159716795,1.37910549,Luderick
1.3,1.65,-3.241545497,1.332285193,Luderick
1.35,1.65,-3.32421502,1.383341854,Luderick
1.4,1.65,-3.407725365,1.537463002,Luderick
1.45,1.65,-3.492076531,1.524086513,Luderick
1.5,1.65,-3.577268519,1.630424569,Luderick
1.55,1.65,-3.663301328,1.917242561,Luderick
1.6,1.65,-3.750174958,1.699117204,Luderick
1.65,1.65,-3.83788941,1.745901556,Luderick
1.7,1.65,-3.926444683,1.883539077,Luderick
1.75,1.65,-4.015840777,1.951427673,Luderick
1.8,1.65,-4.106077693,1.815330705,Luderick
1.85,1.65,-4.197155431,2.083415114,Luderick
1.9,1.65,-4.28907399,1.958669708,Luderick
1.95,1.65,-4.38183337,1.885038845,Luderick
2,1.65,-4.475433571,2.070078397,Luderick
-2,1.7,0.351989764,0.56173204,Luderick
-1.95,1.7,0.323355824,0.57153204,Luderick
-1.9,1.7,0.293881062,0.581211345,Luderick
-1.85,1.7,0.263565479,0.530493741,Luderick
-1.8,1.7,0.232409075,0.594381708,Luderick
-1.75,1.7,0.200411849,0.520535097,Luderick
-1.7,1.7,0.167573802,0.524472049,Luderick
-1.65,1.7,0.133894933,0.527084984,Luderick
-1.6,1.7,0.099375243,0.524544778,Luderick
-1.55,1.7,0.064014732,0.537605441,Luderick
-1.5,1.7,0.027813399,0.560399685,Luderick
-1.45,1.7,-0.009228755,0.533538296,Luderick
-1.4,1.7,-0.047111731,0.611809225,Luderick
-1.35,1.7,-0.085835528,0.636791924,Luderick
-1.3,1.7,-0.125400147,0.560939133,Luderick
-1.25,1.7,-0.165805587,0.605993818,Luderick
-1.2,1.7,-0.207051848,0.637250678,Luderick
-1.15,1.7,-0.249138931,0.649318113,Luderick
-1.1,1.7,-0.292066835,0.56927816,Luderick
-1.05,1.7,-0.33583556,0.695262839,Luderick
-1,1.7,-0.380445107,0.632872347,Luderick
-0.95,1.7,-0.425895476,0.713842952,Luderick
-0.9,1.7,-0.472186666,0.63746813,Luderick
-0.85,1.7,-0.519318677,0.659848038,Luderick
-0.8,1.7,-0.56729151,0.735944361,Luderick
-0.75,1.7,-0.616105164,0.676169789,Luderick
-0.7,1.7,-0.665759639,0.711763911,Luderick
-0.65,1.7,-0.716254936,0.702854871,Luderick
-0.6,1.7,-0.767591055,0.780170315,Luderick
-0.55,1.7,-0.819767994,0.731962225,Luderick
-0.5,1.7,-0.872785756,0.75182598,Luderick
-0.45,1.7,-0.926644338,0.744326858,Luderick
-0.4,1.7,-0.981343742,0.776857199,Luderick
-0.35,1.7,-1.036883968,0.841466285,Luderick
-0.3,1.7,-1.093265015,0.799000026,Luderick
-0.25,1.7,-1.150486883,0.749643732,Luderick
-0.2,1.7,-1.208549572,0.830837303,Luderick
-0.15,1.7,-1.267453084,0.8178987,Luderick
-0.1,1.7,-1.327197416,0.760095858,Luderick
-0.05,1.7,-1.38778257,0.915424436,Luderick
0,1.7,-1.449208545,0.744505103,Luderick
0.05,1.7,-1.511475342,0.900710733,Luderick
0.1,1.7,-1.57458296,0.900125143,Luderick
0.15,1.7,-1.6385314,0.838995566,Luderick
0.2,1.7,-1.703320661,0.953846874,Luderick
0.25,1.7,-1.768950743,0.873424971,Luderick
0.3,1.7,-1.835421647,1.009255822,Luderick
0.35,1.7,-1.902733373,0.952758464,Luderick
0.4,1.7,-1.970885919,0.990048572,Luderick
0.45,1.7,-2.039879287,1.114651411,Luderick
0.5,1.7,-2.109713477,0.967103556,Luderick
0.55,1.7,-2.180388488,1.04394275,Luderick
0.6,1.7,-2.25190432,1.059940566,Luderick
0.65,1.7,-2.324260974,1.218366109,Luderick
0.7,1.7,-2.397458449,1.091214302,Luderick
0.75,1.7,-2.471496746,1.127046449,Luderick
0.8,1.7,-2.546375864,1.269085434,Luderick
0.85,1.7,-2.622095803,1.271508972,Luderick
0.9,1.7,-2.698656564,1.267480547,Luderick
0.95,1.7,-2.776058146,1.268981534,Luderick
1,1.7,-2.85430055,1.238688977,Luderick
1.05,1.7,-2.933383775,1.327317574,Luderick
1.1,1.7,-3.013307822,1.361615079,Luderick
1.15,1.7,-3.09407269,1.349087404,Luderick
1.2,1.7,-3.175678379,1.364649708,Luderick
1.25,1.7,-3.25812489,1.466436141,Luderick
1.3,1.7,-3.341412222,1.506079398,Luderick
1.35,1.7,-3.425540376,1.525174814,Luderick
1.4,1.7,-3.510509351,1.56583746,Luderick
1.45,1.7,-3.596319147,1.570808435,Luderick
1.5,1.7,-3.682969765,1.520025522,Luderick
1.55,1.7,-3.770461204,1.60521155,Luderick
1.6,1.7,-3.858793465,1.672171406,Luderick
1.65,1.7,-3.947966547,1.751562892,Luderick
1.7,1.7,-4.037980451,1.861283348,Luderick
1.75,1.7,-4.128835176,1.866494772,Luderick
1.8,1.7,-4.220530722,1.922180862,Luderick
1.85,1.7,-4.31306709,1.984526501,Luderick
1.9,1.7,-4.406444279,2.386260675,Luderick
1.95,1.7,-4.50066229,2.100858456,Luderick
2,1.7,-4.595721122,2.192418632,Luderick
-2,1.75,0.347500734,0.600363171,Luderick
-1.95,1.75,0.317408164,0.615603999,Luderick
-1.9,1.75,0.286474772,0.557756934,Luderick
-1.85,1.75,0.254700559,0.574563082,Luderick
-1.8,1.75,0.222085524,0.593920321,Luderick
-1.75,1.75,0.188629668,0.609397717,Luderick
-1.7,1.75,0.15433299,0.61119804,Luderick
